OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,ESHM_med,NGAE_med,S09yc_med,S09nc_med,A12_std,AB06_std,D15_std,ESHM_std,NGAE_std,S09yc_std,S09nc_std,A12_wt,AB06_wt,D15_wt,ESHM_wt,NGAE_wt,S09yc_wt,S09nc_wt
3136,449,126,57232.7,7.7,HW,,1,-1.9501663910449603,-2.3575530467493695,-2.336172548802225,-1.4213427439705224,-1.1821652289135722,-0.8349411873761136,-1.7956944687709617,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3137,449,25,62748.7,6.9,HW,,1,-2.6580912620336195,-3.0891533533136446,-2.9101273631417235,-2.116541804796536,-1.9722997491069538,-1.9539202137053389,-2.515859480056547,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3138,449,62,67094.8,7.3,HW,,1,-2.419193095356996,-2.8628670663860762,-2.6983159237324092,-1.8793456469404475,-1.66661035892626,-1.5643486588655837,-2.2481287047600955,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3139,449,73,82218.6,7.4,HW,,1,-2.5002727048609543,-2.867326819293997,-2.8284804233560026,-2.0084436589600885,-1.7602760471377799,-1.6987541417740126,-2.3792806699076565,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3140,449,41,94453.9,7.1,HW,,1,-2.789113672589298,-3.120286957072355,-3.177284157044927,-2.4099534306441557,-2.1726917993616377,-2.283737166547108,-2.7945631747835162,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3141,450,38,12723.3,7.1,HW,,1,-0.3515923267494931,-0.6165273558261458,-1.5530209011515845,-0.44314476498562505,-0.03403225554393337,0.041627663716208074,-1.0115965252776289,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3142,450,31,25368.4,7.0,HW,,1,-1.3161973612476077,-1.6694229591024832,-2.0655923009667023,-1.1161653415257595,-0.7675988410010469,-0.7478903799217589,-1.589080267235175,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3143,450,19,64968.6,6.7,HW,,1,-2.8979173120332007,-3.322321763981215,-3.1004153095025684,-2.309082466819584,-2.208893884784996,-2.2138991333906346,-2.731819757342317,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3144,450,14.25,77491.3,6.6,HW,,1,-3.258326456153048,-3.5447321574424295,-3.3688196825534806,-2.595153623288254,-2.4971000539661596,-2.563712132213904,-3.02388546862306,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3155,454,53,3180.1,7.2,HW,,1,0.9120692553263308,0.5897907399442618,-1.0705360316838732,0.3714115188996142,0.5250814285431974,0.9064258059199495,-0.39744569513091244,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3156,454,33,3496.5,7.0,HW,,1,0.8294898336757109,0.462723667407924,-1.1558572732809702,0.2948620196052607,0.4692557558416155,0.7190843719615696,-0.5179159641829882,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3157,454,10,5600.4,6.4,HW,,1,0.21346916897565182,-0.20577174002779836,-1.5569022771416257,-0.08146732055203645,0.1386090642776579,0.12614115308275398,-1.020305143220094,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3158,454,43,8641.4,7.1,HW,,1,0.1011963626916868,-0.16801952616384255,-1.3601579494441711,-0.14431807345068773,0.19795832788206014,0.3549139105632906,-0.7849806255548661,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3159,454,15,10522.4,6.6,HW,,1,-0.41029687552038213,-0.657910279741319,-1.7086825342445748,-0.48650964911522765,-0.14278804541566034,-0.20170229156349317,-1.2171260433813873,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3160,454,55,10950.5,7.3,HW,,1,-0.08167799772866088,-0.2987581969175322,-1.3899931887083017,-0.242175501345571,0.13439771824763289,0.36178117273986843,-0.8016485561097164,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3161,454,54,20653.4,7.3,HW,,1,-0.8589686323222033,-1.181814842566133,-1.7634617758861402,-0.7630362031651947,-0.3600338561007379,-0.21812899904190253,-1.2227922941261369,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3162,454,17,32214.1,6.7,HW,,1,-1.8854233472936128,-2.2523760520119405,-2.450401770269652,-1.5359459948076737,-1.2963118767100146,-1.31171542339577,-2.03006503885741,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3163,454,79,34498.1,7.4,HW,,1,-1.469127579919256,-1.8393431095227406,-2.08348748707435,-1.1656104081081964,-0.8323752312896809,-0.6484493578730551,-1.561946409357279,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3164,454,24,39531.4,6.8,HW,,1,-2.091078162276049,-2.477028638539942,-2.5566464628637813,-1.6889645018784034,-1.5041644295019243,-1.4682982721525781,-2.140982076567536,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3165,454,54,42420.8,7.3,HW,,1,-1.8051072215100084,-2.19915704168875,-2.299542568142516,-1.425200619438316,-1.1677188907212697,-1.006815574783369,-1.8150836471993017,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3166,454,14,45656.0,6.6,HW,,1,-2.4826230962116695,-2.8694046757081275,-2.837064063278499,-1.9818991116998042,-1.8740557356539695,-1.8456052514389718,-2.4563902133202418,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3167,454,93,53430.8,7.5,HW,,1,-1.9799516931749508,-2.3908345372747593,-2.3807993655798785,-1.5046247225500449,-1.2654434311535836,-1.0284833459156784,-1.8786833160328875,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3168,454,47,54181.8,7.2,HW,,1,-2.2056776473929016,-2.6260135599866707,-2.5674951551278435,-1.7372220336365916,-1.539398156534191,-1.4228719512642685,-2.1208330634018244,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3169,454,42,55037.7,7.1,HW,,1,-2.3047527768853757,-2.7266813624880886,-2.6462047397235837,-1.8265951825086117,-1.6425019843628332,-1.5602302953601601,-2.216248347228855,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3170,454,54,61855.6,7.3,HW,,1,-2.3100022555709074,-2.743912339848388,-2.6237744116058166,-1.7966912488558926,-1.5886755602080063,-1.4621600828981203,-2.1677628765548667,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3171,454,38,64595.9,7.1,HW,,1,-2.5253262827731513,-2.964556962714693,-2.7946473151671896,-1.994580406752114,-1.810467889310339,-1.7622489457567125,-2.3742745255082145,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3172,454,111,76697.1,7.6,HW,,1,-2.3341748785508076,-2.716778910221136,-2.6434036791772324,-1.7754040846745152,-1.5243721646724155,-1.3308473235622893,-2.1477541787007226,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3173,454,13,80348.1,6.5,HW,,1,-3.387453896866181,-3.647252486070801,-3.497352368009307,-2.720496993316978,-2.6402577541532413,-2.7170360704694323,-3.164390939555419,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3174,454,24,83920.4,6.8,HW,,1,-3.0602540648307546,-3.3658773223728886,-3.285484000532755,-2.525995334709936,-2.3665545582553786,-2.46610409120875,-2.92785166680456,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3175,454,23,85082.8,6.8,HW,,1,-3.063245756567472,-3.3675646036774736,-3.3003165807123622,-2.542127800264966,-2.379477101607063,-2.486141710911127,-2.9441728456191307,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3176,454,172,89219.6,7.8,HW,,1,-2.2359883533626843,-2.6038362166887166,-2.6763768278389457,-1.757482886869145,-1.4933261214975067,-1.2330247121460993,-2.1543734138057937,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3207,458,54,3138.5,7.3,HW,,1,0.9291437295369924,0.62239251742371,-1.0371539592519385,0.39901917389165853,0.5458859635426281,0.9968255834632177,-0.3468753438452448,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3208,458,17,8938.5,6.7,HW,,1,-0.1417720300754867,-0.4221348901474291,-1.567959825266702,-0.313752492780179,0.01963070009966054,0.005914863219806887,-1.0503353133537323,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3209,458,79,11876.1,7.4,HW,,1,-0.13575812058306347,-0.3616729414263848,-1.3939866121257758,-0.26261435616761375,0.1263069356599427,0.3977906538550092,-0.7933883311229623,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3210,458,55,17049.9,7.3,HW,,1,-0.6153219528059034,-0.9139926703243761,-1.6391236450677442,-0.5977350755852655,-0.17791391843569623,-0.02985200030052748,-1.0850284927743763,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3211,458,54,17176.5,7.3,HW,,1,-0.6246156763268212,-0.9243081372284262,-1.6437555168167304,-0.6040063978922801,-0.1840937613541704,-0.03692946974971034,-1.0901869511932136,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3212,458,33,18722.8,7.0,HW,,1,-0.906599900115005,-1.230408568626981,-1.8457012778972852,-0.8288352650755325,-0.4191318473447017,-0.42380727010589236,-1.3483980940178837,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3213,458,53,19727.6,7.2,HW,,1,-0.8547645985503489,-1.1775077917015195,-1.7795269282430173,-0.7744457040997043,-0.37172403649381264,-0.27808993696273054,-1.2535456423253306,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3214,458,10,20290.5,6.4,HW,,1,-1.4822218411202632,-1.8020554551351655,-2.286109862017777,-1.215803597802969,-0.9416375549653494,-1.0131599405402802,-1.8632981348427973,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3215,458,15,22077.2,6.6,HW,,1,-1.4297028367758566,-1.7655662805209218,-2.21083668970579,-1.1983032835537684,-0.8823481166235065,-0.9551576814730492,-1.7752598801553923,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3216,458,24,24780.1,6.8,HW,,1,-1.4313884317731493,-1.7817503332229276,-2.169143181166644,-1.2059819002383267,-0.8922117597714724,-0.9128618570510095,-1.7184266734344513,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3217,458,43,27688.7,7.1,HW,,1,-1.3663248672926012,-1.7259813502995793,-2.0751062686387893,-1.1426182955727906,-0.7992058512949839,-0.7423917735724663,-1.589379055261591,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3218,458,42,29381.1,7.1,HW,,1,-1.446545778708857,-1.8114278384677862,-2.1206126833373924,-1.1995193165404834,-0.8751216967143105,-0.8087211223590158,-1.639217214938983,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3219,458,54,37898.9,7.3,HW,,1,-1.6549768123274333,-2.038222095392032,-2.208750851451172,-1.317580934695704,-1.0259005338450569,-0.8747542973375116,-1.713909305180489,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3220,458,14,38829.4,6.6,HW,,1,-2.246116723420951,-2.621078124377376,-2.687828690773025,-1.801700059854185,-1.650913100447174,-1.635191234250141,-2.2927170245238693,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3221,458,93,49945.4,7.5,HW,,1,-1.8920370515057352,-2.2953661289697638,-2.3247954406525273,-1.4410856978765203,-1.2071854613416517,-0.9510130153856923,-1.8193673242167212,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3222,458,38,55672.8,7.1,HW,,1,-2.320542916750417,-2.7436526566821935,-2.6566219090696865,-1.838510171319996,-1.6545973430839533,-1.5744061411237835,-2.227252295014481,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3223,458,47,58883.2,7.2,HW,,1,-2.318739071988289,-2.7480182123385912,-2.6421927259880262,-1.8220498775308143,-1.6292282773326385,-1.5248886533369914,-2.200062830189293,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3224,458,172,63711.0,7.8,HW,,1,-2.0310366107695996,-2.4447781152141865,-2.377636868096545,-1.4432664729593616,-1.2041188132977252,-0.8153564162342651,-1.8217089865924212,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3225,458,24,86887.8,6.8,HW,,1,-3.067811255742016,-3.3701846507824094,-3.323080578258523,-2.566817709693019,-2.399880462888916,-2.5169002060853543,-2.9692745711945494,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3226,458,111,98993.8,7.6,HW,,1,-2.3922466713375887,-2.749143677137818,-2.8899494143863884,-2.031480454446751,-1.7497950703950362,-1.6729766014401188,-2.4257425968569915,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3374,472,31,73044.3,7.0,HW,,1,-2.781862312346068,-3.173316584216776,-2.9856007523253405,-2.2058333265286687,-2.027912262889669,-2.0428914667116684,-2.5893144917077144,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3436,482,20,90842.2,6.8,HW,,1,-3.0774904867770023,-3.3759246586891996,-3.3718684896526754,-2.6194521054938043,-2.444533594416428,-2.582847841517586,-3.0232902261742303,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3437,482,161.319975,97132.7,7.8,HW,,1,-2.2555399393896463,-2.61532247416576,-2.757844868684876,-1.8401220496737782,-1.5676324516566476,-1.3469496814400115,-2.247543906288105,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3559,493,48,605.7,7.2,HW,,1,1.1706755346279982,1.4036386595363914,-1.0075961345801652,0.5201624242413331,0.6733809653608428,1.0376020542355007,-0.30096151363808743,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3560,493,9,8149.1,6.3,HW,,1,-0.2934610260665501,-0.6119898828886716,-1.7652045588953387,-0.3816998688616231,-0.10162584614541076,-0.22000014885383185,-1.2737137807064225,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7444156272167077,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3561,493,58,18657.0,7.3,HW,,1,-0.7291024809439206,-1.0396905099593952,-1.6964466283838022,-0.6746973752575767,-0.25934846412023715,-0.11707031808828539,-1.148705114469104,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3562,493,18,24633.7,6.7,HW,,1,-1.5028112785088006,-1.8503551833002303,-2.229722155145254,-1.2561266682401884,-0.9590378191596952,-0.9954906575914843,-1.7905817063003888,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3563,493,20,30136.3,6.8,HW,,1,-1.7064587741587423,-2.071865953505317,-2.3260346687519573,-1.4051862860992512,-1.143178240668803,-1.1389309840703112,-1.8889883265495975,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3564,493,11,30969.3,6.4,HW,,1,-2.106061574122676,-2.452413636985631,-2.6412268157435075,-1.6772529602212474,-1.5145807915451506,-1.5190281553387361,-2.2464998396316176,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3565,493,10,37710.6,6.4,HW,,1,-2.3996287789990878,-2.757891937601938,-2.819897902673422,-1.8999777932158655,-1.7861659999752137,-1.7702585255690892,-2.4398888275090003,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3566,493,12,52212.8,6.5,HW,,1,-2.7808702653910293,-3.1705458219286666,-3.047735355471689,-2.206003382174726,-2.1629131039728264,-2.1164209599371917,-2.6867530311001446,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3567,493,6,53839.4,6.1,HW,,1,-3.277666431656173,-3.625163133674374,-3.4413310651534306,-2.565558946205689,-2.6176553767346733,-2.6131131687376836,-3.1048358574278665,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7614413049240529,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3568,493,13,54721.6,6.5,HW,,1,-2.8504668913058673,-3.2439618917239303,-3.094254017128303,-2.2606726881839925,-2.2131395365635504,-2.178492299217766,-2.7352075767204362,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3569,493,161.319975,56621.1,7.8,HW,,1,-1.883231333894052,-2.281555100515014,-2.2807451459232833,-1.33746575548942,-1.09668666204546,-0.6798373418349376,-1.7167915621753975,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3570,493,15,58544.1,6.6,HW,,1,-2.8467534058612167,-3.2541431139940515,-3.0778093460054494,-2.26504449761627,-2.1958783549599596,-2.1737594267056384,-2.713060596934378,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3571,493,37,61648.7,7.1,HW,,1,-2.460961644658719,-2.8949543410823573,-2.7506615065719853,-1.945206641279549,-1.7654664435328455,-1.7023810437527946,-2.327170370543317,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3572,493,23,69210.6,6.8,HW,,1,-2.891097925711476,-3.328162216815689,-3.0842545171563014,-2.3036077221948035,-2.1810837978956443,-2.194542264885246,-2.7090861119328817,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3573,493,26,77992.0,6.9,FW,,1,-2.9407708691374466,-3.2674585042039537,-3.128129501565117,-2.3595701038697543,-2.19333666297784,-2.2488351243039384,-2.751057315874548,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3574,493,34,79643.6,7.0,HW,,1,-2.8461872777203796,-3.1828957957733404,-3.073237342447031,-2.301846147667666,-2.1113013421632205,-2.1619021033343024,-2.6850027099480704,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3575,493,21,83874.2,6.8,HW,,1,-3.0601343044063563,-3.3658102607793987,-3.284891611694179,-2.525350292671434,-2.3660443816836727,-2.4653038866579835,-2.927200392012479,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3576,493,8,84053.3,6.3,HW,,1,-3.6431686272358963,-3.85793794136701,-3.736764133801464,-2.9415999189432767,-2.9066220888837546,-3.0150825153394525,-3.4214849825071156,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7444156272167077,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3577,493,57,89307.7,7.3,HW,,1,-2.6004671054497,-2.9531636338969363,-2.9764165404374126,-2.1788457685297513,-1.929303045008778,-1.9459050602132346,-2.5546328551632738,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3578,494,160,1081.6,7.8,HW,,1,1.101914861549703,1.2990435735182881,-0.8757109130999463,0.6319720249485496,0.6989564223380321,1.5978461903429126,-0.05936210481756532,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3579,494,88,36599.0,7.5,HW,,1,-1.4885718801523022,-1.8592967213297256,-2.07950567697276,-1.1553770417241547,-0.8282843333330289,-0.5912348334920562,-1.54322357192133,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3580,494,62,65106.9,7.3,HW,,1,-2.3787903520871034,-2.8187909309189543,-2.6705284591600082,-1.848652472115939,-1.6363202943865995,-1.5262528108778977,-2.2180841089812153,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3581,494,60,67027.9,7.3,HW,,1,-2.417852780558312,-2.8614037027469803,-2.6973901404684213,-1.8783253205754387,-1.6655759288337881,-1.5630793833843408,-2.247126061646146,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3582,494,73,70299.5,7.4,HW,,1,-2.4080830734247605,-2.850025653948604,-2.679608728460954,-1.8484159890513172,-1.6229325072719298,-1.4938018648290772,-2.2152073050891503,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3583,494,25,83002.3,6.9,HW,,1,-2.9543900723450696,-3.27473120337839,-3.1932593248073684,-2.4306469808245166,-2.251876728654509,-2.3370434565928244,-2.822462391619563,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
3584,494,126,89203.9,7.7,HW,,1,-2.3000644130548022,-2.6679466076017917,-2.7298081485548025,-1.8413700577375736,-1.5743922590830466,-1.3830892722471408,-2.2301162200681004,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
