OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
3499,489,56,92853.1,7.3,HW,,2,-2.82021171216615,-3.20390474665973,-3.003051533680869,-2.5815371669192153,-2.479958700556334,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3500,489,44,93732.5,7.2,HW,,2,-2.9173039055976373,-3.2934261586588374,-3.083486112037215,-2.7137627808453093,-2.5915074349728466,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3501,489,19,98559.0,6.7,HW,,2,-3.5280019879133517,-3.841955186412109,-3.5832672544882924,-3.481798745710781,-3.222335426698955,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3502,489,31,101216.5,7.0,HW,,2,-3.1260862521985904,-3.498997831629552,-3.316228973750965,-3.052922981569818,-2.8451304032618956,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3503,490,60,2538.6,7.3,HW,,2,-0.22776243554403683,-0.39054004247856805,-1.2874630125456172,-0.20929808487380605,-0.4041605380962079,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3504,490,59.978704,3495.2,7.3,HW,,2,-0.2877876160485674,-0.5692688436325116,-1.3194064834092467,-0.2659729531021132,-0.44900593946210404,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3505,490,115,4475.4,7.6,HW,,2,-0.2870809814652361,-0.6393726342661066,-1.2627419772343471,-0.05610837276545241,-0.37844371515341496,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3506,490,101,5170.4,7.6,HW,,2,-0.3346985874347791,-0.7069039775858303,-1.2900494565209617,-0.10423262441273237,-0.4082712737476637,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3507,490,82,16337.5,7.5,HW,,2,-1.114994950042765,-1.5436437278977644,-1.7401344993379144,-0.8745170966675676,-0.9204405625606102,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3508,490,34,21782.1,7.0,HW,,2,-1.7476806477655054,-2.1903911414744712,-2.1720868903750796,-1.678897981011074,-1.5189074552123114,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3509,490,41,24651.3,7.1,HW,,2,-1.7868506059722362,-2.2356252537085237,-2.17966100747208,-1.6631026942707077,-1.5663385486376025,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3510,490,126,25265.8,7.7,HW,,2,-1.4332608940766796,-1.8768449594207397,-1.9055120593534285,-1.0592071915097827,-1.1360385317218982,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3511,490,60,35963.2,7.3,HW,,2,-2.018608472001101,-2.4724635519595455,-2.2960895227982934,-1.7834179890198891,-1.7534572379243847,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3512,490,25,39331.9,6.9,HW,,2,-2.4969380829470342,-2.927824102089425,-2.6409339110570524,-2.3838236931790364,-2.2573394213461966,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3513,490,56.215053,39751.0,7.3,HW,,2,-2.124182376281198,-2.5770800945506087,-2.3625136720354116,-1.8834643182804098,-1.8735341585726557,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3514,490,32.708688,45123.6,7.0,HW,,2,-2.540879853628965,-2.9773054626630495,-2.658702916301424,-2.3900401324824108,-2.281065646525112,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3515,490,68.82108,56347.3,7.4,HW,,2,-2.414850192879962,-2.866623274060001,-2.5469388866315654,-2.0867425096509855,-2.093402298245469,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3516,490,44,60889.9,7.2,HW,,2,-2.669571317448033,-3.1147845826504352,-2.732121939581499,-2.373735770362315,-2.359187179277899,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3517,490,70,71274.7,7.4,HW,,2,-2.663560498206279,-3.0977919854718787,-2.722680510946489,-2.2514944155201797,-2.2476581241194578,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3518,490,42.07241,76642.9,7.1,HW,,2,-3.023492613386885,-3.369427589067876,-2.989523559484,-2.674171729808744,-2.5992270096648498,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3519,490,19,95528.1,6.7,HW,,2,-3.5346556481403004,-3.8385452933517366,-3.5537859866284465,-3.452295121604525,-3.205683994437971,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3520,490,29,104025.6,6.9,HW,,2,-3.244311005451221,-3.61077799160454,-3.433346890449368,-3.22398899706579,-2.9890630958392888,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3521,491,101,24641.4,7.6,HW,,2,-1.4515430278154513,-1.899521933231508,-1.9244052024197393,-1.1247049725207752,-1.1770331918301196,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3522,491,34,25992.6,7.0,HW,,2,-1.935705822444894,-2.3796980026482455,-2.2824855053270334,-1.8399950270522318,-1.6990218319731167,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3523,491,60,31373.8,7.3,HW,,2,-1.8757960367659832,-2.3304823457902892,-2.208048255222426,-1.6509935347684397,-1.6249823320003705,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3524,491,59.978704,32232.5,7.3,HW,,2,-1.9039255899226446,-2.3585088554332048,-2.2252352564275157,-1.6768329623468412,-1.64779886517007,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3525,491,115,40013.8,7.6,HW,,2,-1.9301962992018815,-2.3821823435113676,-2.2158853363115854,-1.5772993093571714,-1.6207955988049074,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3526,491,41,40053.3,7.1,HW,,2,-2.308039263462035,-2.7530513618088426,-2.498652569713725,-2.133441203629918,-2.0700640784138895,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3527,491,82,50438.2,7.5,HW,,2,-2.227333841291856,-2.679984800496315,-2.4150951569377397,-1.9096850628761481,-1.9146204310845747,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3528,491,56.215053,50530.6,7.3,HW,,2,-2.379256604185626,-2.8296699834942167,-2.5284690737554087,-2.1294771478515875,-2.115904554226383,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3529,491,25,54963.7,6.9,HW,,2,-2.8751676598764107,-3.29961719935473,-2.8899659997696023,-2.704463760542572,-2.6050825616291085,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3530,491,126,55450.0,7.7,HW,,2,-2.2060050287881903,-2.6542621104381516,-2.3912772680516388,-1.7765495182894666,-1.8169401068353193,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3531,491,60,69614.6,7.3,HW,,2,-2.7229373161727954,-3.1722275813337943,-2.7672796771486436,-2.349054839448695,-2.340870481265408,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3532,491,70,71910.0,7.4,HW,,2,-2.6729754482600647,-3.098506725338339,-2.7295657854142594,-2.2581291503781595,-2.2516086608197177,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3533,491,32.708688,79531.9,7.0,HW,,2,-3.1701117673677497,-3.4746017225342483,-3.1028774125491263,-2.8402550187202436,-2.725505226933401,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3534,491,42.07241,81068.2,7.1,HW,,2,-3.049449534172599,-3.3744062421940324,-3.0364279951804787,-2.7197034597853507,-2.6284146127420502,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3535,491,68.82108,85930.8,7.4,HW,,2,-2.7411810563854595,-3.1142807293044457,-2.8721126919929887,-2.398596201579259,-2.336001672689942,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3536,491,44,94877.2,7.2,HW,,2,-2.915333593514736,-3.294713995468434,-3.094123940471167,-2.7245961866598605,-2.5973368784821598,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3537,491,29,97198.9,6.9,HW,,2,-3.2573937395040726,-3.6030976600346287,-3.370054817116697,-3.1594905003523626,-2.954444375085389,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3538,491,7,102392.1,6.2,HW,,2,-4.3512798795070395,-4.556764532633925,-4.229024250343537,-4.3030082728585075,-3.9746333902904607,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3539,491,19,106608.5,6.7,HW,,2,-3.511278236704364,-3.8510112206558875,-3.658818970533308,-3.5584220903379085,-3.2629396765966563,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3540,491,68,106859.4,7.4,HW,,2,-2.710220365988455,-3.137826305833963,-3.0593057239461645,-2.5920848122865117,-2.442486195681892,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3541,492,59.978704,14.2,7.3,FW,,2,-0.15183047685226894,0.12874841093464906,-1.2430124165100798,-0.12876716590312495,-0.2755961945521919,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3542,492,115,1685.9,7.6,HW,,2,-0.14032321531485484,-0.18479496956569336,-1.1756521699610958,0.10295003260491013,-0.26311420190807,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3543,492,101,2177.8,7.6,HW,,2,-0.1587456625630198,-0.3037300134695031,-1.1871270633994715,0.08148091706711506,-0.2825093404042171,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3544,492,60,2376.1,7.3,FW,,2,-0.2189087525217023,-0.353606335038363,-1.2826979272451868,-0.20074093797739376,-0.3967384422891941,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3545,492,82,14890.4,7.5,HW,,2,-1.0331604291120817,-1.4516807147061555,-1.6938999380936057,-0.8025495554876793,-0.8653781625047531,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3546,492,34,19433.8,7.0,HW,,2,-1.6287305908191885,-2.068609572072648,-2.1035907296239227,-1.5787523202252929,-1.4161276964655625,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3547,492,41,21120.6,7.1,HW,,2,-1.6261034857226528,-2.0723854052655395,-2.085810854457456,-1.5247325448512214,-1.4148836566585052,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3548,492,126,21190.3,7.7,HW,,2,-1.2693082896302637,-1.7058788602026427,-1.8096912829924436,-0.908423107048225,-0.9967759311153686,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3549,492,60,30890.5,7.3,HW,,2,-1.85965189178436,-2.314380623204578,-2.19821691013293,-1.636214635433155,-1.6123658766993576,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3550,492,25,36223.0,6.9,HW,,2,-2.4045976705979166,-2.837169499570055,-2.58260155435873,-2.2992437282480456,-2.1493707621957543,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3551,492,56.215053,38038.5,7.3,HW,,2,-2.077680372852825,-2.531022146811154,-2.333107034984801,-1.8391550242283525,-1.8174546855885092,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3552,492,32.708688,39907.5,7.0,HW,,2,-2.4044780553263965,-2.843141864877778,-2.570697087319202,-2.2609377663783956,-2.1590156941165923,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3553,492,68.82108,54676.0,7.4,HW,,2,-2.383089158362351,-2.83499242619832,-2.5252746969215254,-2.067033495581996,-2.070494988069141,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3554,492,44,55672.8,7.2,HW,,2,-2.57206338705439,-3.0178847943868425,-2.6647262422543587,-2.312378310872418,-2.2869032650138856,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3555,492,70,69031.7,7.4,HW,,2,-2.6296477529751967,-3.0815051299061444,-2.698029855037909,-2.227853313415938,-2.2302372544426663,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3556,492,42.07241,74597.4,7.1,HW,,2,-2.993470287134901,-3.367126313455025,-2.967217899459943,-2.6527300330021117,-2.585326491412991,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3557,492,19,92905.9,6.7,HW,,2,-3.5405846960215763,-3.8355952053967033,-3.5277805343763107,-3.42645445818438,-3.19149828772686,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3558,492,29,104161.2,6.9,HW,,2,-3.244059927595219,-3.610930547445705,-3.4345769675360596,-3.2252530300415465,-2.9897219782652655,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3587,495,123,26325.7,7.7,HW,,2,-1.472251471692002,-1.9169056902345218,-1.9285640832424158,-1.0954244851079131,-1.166466896390134,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3588,495,66,29250.1,7.4,HW,,2,-1.7330667771730117,-2.1883017886428506,-2.1110628857033045,-1.475910265940217,-1.475948153721375,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3589,495,54,35636.5,7.3,HW,,2,-2.009019208658271,-2.462950488765662,-2.290114871799671,-1.7744257665177094,-1.7437454865109931,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3590,495,42,40729.8,7.1,HW,,2,-2.3263203480153156,-2.7710692255754834,-2.5103217762770553,-2.1506995625138847,-2.0846167499519783,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3591,495,19,45195.0,6.7,HW,,2,-2.900316084769853,-3.306503846113722,-2.924238927723966,-2.8286171523336483,-2.6489579044824656,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3592,495,26,56053.1,6.9,HW,,2,-2.8974618512818826,-3.3216170667376863,-2.905219985619761,-2.718020786363109,-2.6214819482189053,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3593,495,15,56616.1,6.6,HW,,2,-3.3026510239096694,-3.68990035616177,-3.2033727069151303,-3.186977071763569,-3.008791995124045,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3594,495,16,60056.8,6.6,HW,,2,-3.3725984020542907,-3.758710892419303,-3.251869207078957,-3.229979786644396,-3.0651423783325242,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3595,495,31,66776.2,7.0,HW,,2,-2.9794912889041765,-3.411009104195459,-2.9582999789369118,-2.7030887228356524,-2.625179172004911,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3596,495,31,71995.7,7.0,HW,,2,-3.064116071498688,-3.466123172901605,-3.019605128155812,-2.7605745028387205,-2.673179694576775,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3597,495,30,72335.8,7.0,HW,,2,-3.069418401205576,-3.466505800051901,-3.023489950957981,-2.7642506932077127,-2.6754830191210623,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3598,495,45,73144.9,7.2,HW,,2,-2.8697462890218737,-3.270264221818385,-2.8756276229360207,-2.5084656858338605,-2.4701591727171333,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3599,495,56,74261.6,7.3,HW,,2,-2.792535207979696,-3.182988508304154,-2.8182394840077167,-2.3979579266575755,-2.371934166818374,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3600,495,162,75519.3,7.8,HW,,2,-2.4659677063465084,-2.84218199114933,-2.5736152696909618,-1.9003323089897888,-1.914094749032782,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3601,495,23,95792.1,6.8,HW,,2,-3.3928453313951157,-3.7168306683540946,-3.453487141709785,-3.2970557162003455,-3.076996983771006,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3602,495,14,99904.9,6.6,HW,,2,-3.674488524484123,-3.9721769357089407,-3.705614758514693,-3.6596576684445514,-3.360141184832307,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3603,495,18,100181.3,7.3,HW,,2,-2.808651682600067,-3.2121492873324753,-3.069292066176659,-2.6497205483303437,-2.5169686370126265,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3604,495,60,100092.6,6.7,HW,,2,-3.5247128730778243,-3.8436805524741327,-3.597959774886445,-3.496585405322286,-3.2307998257992088,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3605,496,70,19462.4,7.4,HW,,2,-1.3297767019889029,-1.7747478023425252,-1.8741400002928903,-1.1155452107720285,-1.121474488232512,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3606,496,28,92787.2,6.9,HW,,2,-3.2663466465134223,-3.5981343074943117,-3.327617402754875,-3.116839251894542,-2.9308824610823394,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3607,497,70,18234.3,7.4,HW,,2,-1.2678940516312764,-1.7089631188493597,-1.8387245851052347,-1.0614372263014091,-1.067500388451915,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3608,497,28,90573.6,6.9,HW,,2,-3.271000531015954,-3.595643912140311,-3.3058265737281647,-3.095124388984854,-2.9192660368148493,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3609,499,2,19959.8,5.6,HW,,2,-3.7697095165850376,-3.9797580052903134,-3.69335144383136,-3.6466781508247443,-3.343089454480119,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3610,499,27,80832.3,6.9, HW,,2,-3.292931671974028,-3.5846845300198167,-3.2054772500503503,-2.996748940214023,-2.8629557797989142,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3611,499,37,88783.0,7.1,HW,,2,-3.03377215884608,-3.3830857245201273,-3.1142524132940723,-2.7965846727419517,-2.6724457213050017,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3612,500,66,7076.2,7.4,HW,,2,-0.5306744612846245,-0.9214537038936019,-1.429810980833992,-0.41894932734245716,-0.5678129728421705,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3613,500,31,11719.7,7.0,HW,,2,-1.1371055579845328,-1.531733272864463,-1.8310369472607144,-1.1758332413488153,-1.0221517134219218,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3614,500,123,12956.7,7.7,HW,,2,-0.8481829659013692,-1.2313281605282573,-1.5692301411466836,-0.5260152457212197,-0.6882409366785115,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3615,500,45,19251.6,7.2,HW,,2,-1.4524893026922723,-1.8977666365581078,-1.970975513684752,-1.3250358015662993,-1.259321622773522,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3616,500,30,28077.7,7.0,HW,,2,-2.0189563902615832,-2.462633686858801,-2.33224578340371,-1.9125668610669362,-1.7743726973042928,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3617,500,18,37579.7,6.7,HW,,2,-2.6864675663944113,-3.0974268302160515,-2.7866290942841068,-2.6321593280785978,-2.430859893665361,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3618,500,15,44917.6,6.6,HW,,2,-3.0290299233904494,-3.4219623192459823,-3.0197405543766025,-2.980988651832063,-2.7636261277513903,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3619,500,16,51614.6,6.6,HW,,2,-3.193148016112617,-3.582469160525206,-3.128772353876655,-3.1218587290434585,-2.9316675821146205,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3620,500,162,55218.9,7.8,HW,,2,-2.1546395006402452,-2.598339053217783,-2.3525667547565385,-1.6875498645605727,-1.732573976332554,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3621,500,82,55512.9,7.5,HW,,2,-2.326751913393856,-2.7790681266327755,-2.4820747606577127,-1.9703031086405909,-1.9805374759970293,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3622,500,19,55966.9,6.7,HW,,2,-3.1495218559228033,-3.550918058846928,-3.0912605797816126,-3.0180433273646545,-2.872351992541707,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3623,500,60,57149.7,7.3,HW,,2,-2.510973408733123,-2.960477688939805,-2.6176826158519275,-2.209693761933715,-2.206417426573865,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3624,500,114,64974.1,7.6,HW,,2,-2.424035982141463,-2.8755987360271638,-2.5462035246558337,-1.975361844307885,-2.0042119279583153,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3625,500,52,65422.7,7.2,HW,,2,-2.747870857879983,-3.192852219753178,-2.787386753563417,-2.424955134332041,-2.403234130384278,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3626,500,35,73147.0,7.0,HW,,2,-3.081966815138703,-3.467418434995507,-3.0327048208965928,-2.7729866891931185,-2.680998378252208,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3627,500,14,78695.1,6.6,HW,,2,-3.6937919378443875,-3.9483149970663294,-3.4841854392041767,-3.44365864791994,-3.236411979896518,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3628,500,40,87421.2,7.1,HW,,2,-3.0364379375751764,-3.381553640858636,-3.100849665558994,-2.7832253695021576,-2.6645311965306697,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3629,500,55,89757.7,7.3,HW,,2,-2.8253713532838405,-3.2004222883209277,-2.9740769793002864,-2.552108013347328,-2.4644928958573344,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3630,500,12,89759.7,6.5,HW,,2,-3.857425188683348,-4.096166619960552,-3.7183872751623763,-3.7299779873853245,-3.4342594673495213,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
3631,500,19,90792.1,6.7,HW,,2,-3.5454873248082417,-3.833217089341731,-3.506461031834749,-3.4053989895874976,-3.180207655142967,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
