FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count,
earthquakes.fid--3395cfcf_1842ce83c67_7bc3,682982,62.81622314,171.3116455,10,0,W of Ramingining; NT,2022-10-27T04:52:43.284,manual,reviewed,2022-10-26T19:24:42.061,ga2022vcmyib,2022-10-26T23:48:20.855,-12.32723713,134.5755463,,,4.10365042,,,,,,2.08445787,18.34474945,2.084457874,20221026232325.814214.112388,2022-10-26T19:22:43.284,0.26695386,23,4.10365042,ML,6.00510168,5.32010651,GA,1.22464302,22,
earthquakes.fid--38e1ea41_184490cee28_769b,683059,60.23834229,179.743454,3.01862669,1.91651809,Boorowa; NSW,2022-11-05T09:45:47.957,manual,confirmed,2022-11-04T22:46:24.737,ga2022vthdlu,2022-11-04T23:16:37.534,-34.34418106,148.8685303,,,3.99155628,,,,,,0.39354464,10.79560947,0.393544644,20221104231556.092764.141213,2022-11-04T22:45:47.957,0.18697067,33,3.99155628,ML,3.94878221,2.73229957,GA,0.75870321,24,
earthquakes.fid--3a296bd7_184b7904c72_-7c30,683297,68.09733582,120.329277,10,0,NE of Leinster; WA,2022-11-23T15:24:06.741,manual,reviewed,2022-11-23T07:25:39.529,ga2022xazlrn,2022-11-23T23:52:06.328,-27.71071815,120.808197,,,3.97813379,,,,,,1.98572958,18.5626812,1.985729575,20221123234859.670573.112073,2022-11-23T07:24:06.741,0.23722772,26,3.97813379,ML,6.07213688,4.55360031,GA,0.98733025,25,
earthquakes.fid--3a296bd7_184b7904c72_-7c2f,683240,48.95697021,140.2954865,10,0,Derby; WA,2022-11-21T18:05:07.001,manual,reviewed,2022-11-21T10:06:50.084,ga2022wxniqe,2022-11-21T22:28:42.486,-17.61831474,123.4449844,,,4.30544534,,,,,,0.41194749,21.70708084,0.411947489,20221121221519.296713.102482,2022-11-21T10:05:07.001,0.16039947,63,4.30544534,ML,4.01720476,2.66905141,GA,1.71721974,59,
earthquakes.fid--5e967199_1850eab6c86_-2cb8,683517,121.5982132,178.9777832,10,0,Nullarbor Plain; WA,2022-12-11T23:19:49.181,manual,reviewed,2022-12-11T14:36:55.201,ga2022yiouyy,2022-12-12T03:17:07.736,-31.72974968,125.9933701,,,4.64633172,,,,,,1.94562507,22.90372467,1.945625067,20221212031608.624441.100138,2022-12-11T14:34:49.181,0.13134013,64,4.64633172,ML,4.28779888,2.27727866,GA,1.03127083,57,
earthquakes.fid--cfb4d05_1858072bcd9_1131,683716,39.33898926,33.17458725,5,0,Gnowangerup; WA,2023-01-05T13:12:18.758,manual,confirmed,2023-01-05T05:13:28.294,ga2023ahtgqs,2023-01-05T05:57:44.238,-33.77495956,118.3057861,,,4.53027926,,,,,,0.11585207,41.4842186,0.115852065,20230105055641.60657.112119,2023-01-05T05:12:18.758,0.1947289,46,4.53027926,ML,4.26506615,2.93362546,GA,1.03566863,37,
earthquakes.fid-1b63facc_1870cf1b215_-39c7,684026,73.93258667,74.16616058,5.59447384,2.05057812,SE of Darkan; WA,2023-02-05T08:39:57.733,manual,reviewed,2023-02-05T00:40:54.214,ga2023cmhtgf,2023-02-05T23:08:37.125,-33.36898804,117.0835648,,,4.10779838,,,,,,0.45900163,9.66345024,0.459001631,20230205230539.156645.130165,2023-02-05T00:39:57.733,0.28082839,33,4.10779838,ML,3.64254785,3.01075888,GA,0.95959897,23,
earthquakes.fid-1b63facc_1870cf1b215_-39c6,684746,30.30503845,19.82183266,8.7669878,4.43783569,Flinders Region; SA,2023-03-23T09:53:09.124,manual,reviewed,2023-03-22T23:24:28.473,ga2023fsqpnw,2023-03-23T00:27:14.203,-32.78533173,139.5921173,,,4.72017277,,,,,,1.27699065,12.17889786,1.276990652,20230323001249.016243.118272,2023-03-22T23:23:09.124,0.56665033,65,4.72017277,ML,3.0693438,2.60390186,GA,0.79852278,54,
earthquakes.fid-1b63facc_1872ba5a56e_6e90,680115,49.51184082,30.79841232,23,0,Mount Barker; SA,2022-03-06T07:20:08.501,manual,reviewed,2022-03-05T20:51:18.857,ga2022engesz,2022-03-06T20:47:08.992,-35.08435059,138.8839874,,,3.67978346,,,,,,0.28422996,20.61406708,0.284229964,20220306204625.615327.107562,2022-03-05T20:50:08.501,0.16257356,44,3.67978346,ML,3.39772606,3.05143285,GA,0.86977052,39,
earthquakes.fid--32af5d21_1879d645009_-50f5,685032,66.57209778,93.84777069,10,0,Offshore Broome; WA,2023-04-17T17:02:57.386,manual,reviewed,2023-04-17T09:06:07.733,ga2023hngzeb,2023-04-18T05:25:34.13,-18.13127327,120.23349,,,,,4.69268914,,,,1.65551126,83.85022736,1.65551126,20230418052244.799014.215885,2023-04-17T09:02:57.386,0.15485959,54,4.69268914,Mw,4.20408964,3.21788621,GA,1.34161793,52,
earthquakes.fid--3750ffb0_18b55283d01_-4936,685877,151.733173,45.98085022,9.87401295,7.77719212,Offshore North-East QLD; Coral Sea,2023-06-07T22:13:06.231,manual,reviewed,2023-06-07T12:14:18.051,ga2023lddhxf,2023-06-08T00:06:24.759,-16.76450348,147.0039215,,,4.23642048,,,,,,1.1929245,73.26998138,1.1929245,20230608000301.067485.98173,2023-06-07T12:13:06.231,1.02335918,37,4.23642048,ML,6.28308773,4.34791279,GA,0.75537517,34,
earthquakes.fid--3750ffb0_18b55283d01_-4935,686117,59.90170288,166.0871582,7.44275332,2.62710071,N of Rawson; VIC,2023-06-30T01:32:43.482,manual,reviewed,2023-06-29T15:33:34.797,ga2023mrtxhp,2023-06-30T00:12:26.691,-37.50204468,146.312973,,,4.5803744,,,,,,0.65738577,20.48427963,0.657385767,20230630000854.268379.99145,2023-06-29T15:32:43.482,0.31639251,48,4.5803744,ML,3.74915838,2.52485156,GA,0.81637763,36,
earthquakes.fid-4dd07abc_18ee5f6b76d_7e25,687499,148.0061951,33.75697327,10,0,Otway Ranges; VIC,2023-10-22T02:11:07.68,manual,reviewed,2023-10-21T15:12:21.949,ga2023uszzah,2023-10-23T02:16:22.814,-38.69179535,143.5066528,,,5.04333368,,4.72569252,,,,0.78655124,10.62325478,0.786551237,20231023021144.275661.120086,2023-10-21T15:11:07.68,0.17515868,73,4.72569252,Mw,3.45762944,2.6572082,GA,0.56085451,65,8450
earthquakes.fid--3750ffb0_18b55283d01_-4933,685759,51.46173096,4.99514484,2.02451205,1.32029891,NE of Sunbury; VIC,2023-05-28T23:41:51.652,manual,reviewed,2023-05-28T13:43:08.102,ga2023kkwzpi,2023-06-04T22:42:46.024,-37.55506134,144.8484344,,,3.84561155,,,,,,0.07745355,11.52429199,0.077453546,20230604223814.00294.130149,2023-05-28T13:41:51.652,0.12670602,74,3.84561155,ML,2.78809857,2.20552611,GA,0.56698759,61,
earthquakes.fid--3750ffb0_18b55283d01_-4932,686467,122.2707138,169.6446533,5,0,Gnowangerup; WA,2023-08-06T05:34:42.237,manual,reviewed,2023-08-05T21:36:33.672,ga2023pidtuh,2023-08-07T00:32:17.836,-33.80443192,118.2907791,,,5.66831172,,4.96665012,,,,1.13761556,9.76169491,1.137615561,20230806235826.313766.128469,2023-08-05T21:34:42.237,0.30371898,33,4.96665012,Mw,4.93493462,3.65025735,GA,0.94292142,22,
earthquakes.fid--3750ffb0_18b55283d01_-4931,685457,97.10935974,133.1506042,10,0,Offshore Broome; WA,2023-05-13T02:20:10.079,manual,reviewed,2023-05-12T18:21:43.051,ga2023jhwpkg,2023-05-23T04:00:31.635,-18.20827293,120.1839447,,,4.16722795,,,,,,1.63992834,21.95755386,1.639928341,20230523035749.288803.94931,2023-05-12T18:20:10.079,0.2285054,47,4.16722795,ML,5.26571035,3.27327228,GA,1.23465131,43,
earthquakes.fid-1d435e68_18c9938c484_2e7c,687573,40.90771484,176.8491974,10,0,W of Goodooga; NSW,2023-10-24T23:38:04.991,manual,reviewed,2023-10-24T12:39:40.778,ga2023uyibtz,2023-10-24T22:01:23.788,-29.1205368,147.1536102,,,3.91437764,,,,,,0.78282338,10.20863724,0.782823384,20231024203333.120263.118448,2023-10-24T12:38:04.991,0.13374759,81,3.91437764,ML,2.58801889,2.28654075,GA,1.01414204,63,3
earthquakes.fid--516cd4fe_18ce856b654_-7392,688643,121.9410477,140.809494,10,0,Kimberley Region; WA,2024-01-07T11:37:12.363,manual,reviewed,2024-01-07T03:39:25.569,ga2024alhomu,2024-01-07T22:50:53.934,-17.41468811,127.5232697,,,4.02581445,,,,,,1.3561852,8.60868835,1.356185198,20240107224833.959478.131484,2024-01-07T03:37:12.363,0.2133759,22,4.02581445,ML,6.703228,3.17261243,GA,0.96558573,16,6
earthquakes.fid--127afab0_18d0aed1459_3f55,688732,62.77259827,174.8477173,10,0,Great Victoria Desert; SA,2024-01-14T15:16:24.137,manual,reviewed,2024-01-14T04:48:56.049,ga2024ayfygy,2024-01-15T00:27:41.108,-27.10011101,129.5884705,,,3.68722541,,,,,,2.36013126,9.93481922,2.360131264,20240115002520.12458.141657,2024-01-14T04:46:24.137,0.24444804,18,3.68722541,ML,5.49296522,4.30671215,GA,1.00374113,14,0
earthquakes.fid--3bf77190_18d1112261e_-50b9,688750,47.35025024,69.30849457,5,0,Jamestown; SA,2024-01-15T22:33:20.377,manual,reviewed,2024-01-15T12:04:30.327,ga2024baqdfq,2024-01-16T06:09:34.547,-33.15229034,138.6737213,,,3.5507283,,,,,,0.07486998,9.42737007,0.074869975,20240116055818.616285.157205,2024-01-15T12:03:20.377,0.14831783,57,3.5507283,ML,3.16758084,2.37852073,GA,0.75929083,45,138
earthquakes.fid--3d64f92a_18d10fe130d_-5ee,675956,149.6506195,41.99825668,10,0,Offshore SW of Apollo Bay; VIC,2021-06-23T05:09:41.451,manual,reviewed,2021-06-22T19:11:41.547,ga2021mffacg,2021-06-22T23:39:17.036,-38.90559006,143.5796661,,,3.64427479,,,,,,0.89743543,9.52120113,0.897435427,20210622231400.664044.63471,2021-06-22T19:09:41.451,0.24117978,36,3.64427479,ML,3.93778944,3.63178992,GA,0.55540237,27,15
earthquakes.fid--3d64f92a_18d10fe130d_-5ed,675985,31.01949883,63.05199432,10,0,NE of Broken Hill; NSW,2021-06-25T04:30:26.389,manual,reviewed,2021-06-24T18:31:31.713,ga2021mivear,2021-06-25T00:30:05.221,-31.5410347,141.6354065,,,3.58385546,,,,,,0.33530661,20.97041702,0.335306615,20210625002443.535971.105787,2021-06-24T18:30:26.389,0.16363339,43,3.58385546,ML,3.68296313,3.52860784,GA,0.76570487,41,241
earthquakes.fid--3d64f92a_18d10fe130d_-5ec,658958,51.29055023,10.08189583,10,0,SW of Orange; NSW,2018-07-22T12:46:01.508,manual,reviewed,2018-07-22T02:47:10.544,ga2018ohacqd,2018-07-23T04:17:13.568,-33.47355652,148.9633636,,,3.82650506,,,,,,0.94802558,10.84011745,0.948025584,20180723041544.0979.57546,2018-07-22T02:46:01.508,0.1480692,56,3.82650506,ML,2.76898336,2.29401112,GA,0.86020584,39,0
earthquakes.fid--3d64f92a_18d10fe130d_-5eb,662093,107.7848969,44.71791458,10,0,N of Cowell;SA,2018-11-22T02:28:50.991,manual,reviewed,2018-11-21T16:00:07.921,ga2018wxzblb,2018-11-21T21:39:12.652,-33.36133957,136.8457489,4.2653222,,3.66149028,,,,,,0.69316983,11.1562767,0.693169832,20181121213848.844317.67152,2018-11-21T15:58:50.991,0.21725012,37,3.66149028,ML,4.5996294,3.39019775,GA,1.29249591,32,59
earthquakes.fid--3d64f92a_18d10fe130d_-5ea,658705,101.9822235,12.80927944,10,0,NE of Cleve; SA,2018-07-01T11:57:40.759,manual,reviewed,2018-07-01T02:29:39.359,ga2018mulipo,2018-07-01T22:07:12.948,-33.6055603,136.6786346,4.17258938,,3.72191545,,,,,,0.94826293,11.23701,0.94826293,20180701220518.701227.342457,2018-07-01T02:27:40.759,0.25405404,23,3.72191545,ML,4.95658398,3.6942029,GA,1.03078735,17,0
earthquakes.fid--3d64f92a_18d10fe130d_-5e8,668032,111.0508118,73.25621796,10,0,Muswellbrook; NSW,2019-12-16T15:27:39.851,manual,reviewed,2019-12-16T04:28:28.398,ga2019yqzhvl,2019-12-16T05:06:53.019,-32.32577515,150.890274,,,3.75081554,,,,,,0.9004463,8.68200302,0.900446296,20191216045318.253582.99519,2019-12-16T04:27:39.851,0.20270089,43,3.75081554,ML,4.37557077,2.51502109,GA,0.72658742,29,294
earthquakes.fid--3d64f92a_18d10fe130d_-5e7,687504,164.9711151,40.48260498,10,0,Otway Ranges; VIC,2023-10-22T05:44:29.333,manual,reviewed,2023-10-21T18:45:24.69,ga2023uthawn,2023-10-23T02:34:27.802,-38.6981926,143.5280914,,,3.5591672,,,,,,0.77750242,9.32098675,0.777502418,20231022230357.848979.171523,2023-10-21T18:44:29.333,0.20603818,44,3.5591672,ML,3.78059149,2.69211769,GA,0.70718316,31,120
earthquakes.fid--3d64f92a_18d10fe130d_-5e5,683648,152.5553589,28.82724953,10,0,Offshore SA; Southern Ocean,2022-12-28T08:10:56.021,manual,reviewed,2022-12-27T23:12:14.214,ga2022zmpnoh,2023-01-05T04:20:59.203,-38.0320549,139.590744,,,3.83298129,,,,,,0.83489537,21.00353813,0.834895372,20230105041629.692809.116514,2022-12-27T23:10:56.021,0.27236098,40,3.83298129,ML,6.94343519,3.37177396,GA,0.89381993,38,0
earthquakes.fid--3d64f92a_18d10fe130d_-5e3,671611,77.06554413,96.80169678,10,0,N of Manilla; NSW,2020-09-26T00:28:55.023,manual,reviewed,2020-09-25T14:30:45.114,ga2020szbkji,2020-09-27T21:43:29.856,-30.57366371,150.6940308,,,3.5913622,,,,,,0.55126214,18.04118538,0.55126214,20200927213841.906302.50963,2020-09-25T14:28:55.023,0.15664712,56,3.5913622,ML,3.26660347,2.44459963,GA,0.97884211,41,28
earthquakes.fid--3d64f92a_18d10fe130d_-5e2,687523,148.6865692,38.45894241,10,0,Otway Ranges; VIC,2023-10-23T13:17:37.66,manual,reviewed,2023-10-23T02:18:32.312,ga2023uvrufo,2023-10-23T20:29:31.491,-38.7157135,143.5210419,,,3.71616928,,,,,,0.7929424,12.11290169,0.792942405,20231023202712.22713.125767,2023-10-23T02:17:37.66,0.22249985,36,3.71616928,ML,4.13376665,3.781878,GA,0.51229673,31,73
earthquakes.fid--3d64f92a_18d10fe130d_-3dd,679380,139.0638962,24.56298065,8.30578518,2.6520114,E of Darkan; WA,2022-01-22T15:40:49.206,manual,reviewed,2022-01-22T07:41:45.94,ga2022bndnpd,2022-01-23T22:33:45.538,-33.3127594,117.0591278,,,3.75466481,,,,,,0.41261321,10.91796017,0.412613213,20220123223022.418372.100590,2022-01-22T07:40:49.206,0.3979626,28,3.75466481,ML,4.60811424,3.8866756,GA,0.82461361,18,11
earthquakes.fid--3d64f92a_18d10fe130d_-3dc,666319,143.9095764,32.17121124,10,0,Mount Barker; WA,2019-08-02T00:49:18.002,manual,reviewed,2019-08-01T16:51:20.259,ga2019palktq,2019-08-01T22:38:31.529,-34.69829941,117.5561371,4.28698067,,3.82625022,,,,,,0.41525143,16.95242691,0.415251434,20190801223557.733509.70424,2019-08-01T16:49:18.002,0.3026318,27,3.82625022,ML,5.71666193,3.56953025,GA,1.10513973,19,71
earthquakes.fid--3d64f92a_18d10fe130d_-3d9,686735,73.73324585,49.56388092,5,0,E of Darkan; WA,2023-09-02T16:49:10.208,manual,reviewed,2023-09-02T08:50:03.856,ga2023rgostj,2023-09-04T00:18:16.204,-33.34043503,117.0568695,,,3.582101,,,,,,0.43906552,10.94430161,0.439065516,20230904001444.123144.124893,2023-09-02T08:49:10.208,0.21413292,33,3.582101,ML,3.71035719,3.08577132,GA,0.9321862,23,10
earthquakes.fid--3d64f92a_18d10fe130d_-3d8,661796,133.1841888,26.1337471,3,0,Lake Muir area;WA,2018-11-08T18:59:09.528,manual,reviewed,2018-11-08T11:00:31.022,ga2018vzsrsz,2018-11-08T16:24:11.175,-34.42027664,116.7987671,3.91984968,,3.81354812,,,,,,0.02594027,21.3605423,0.025940267,20181108162323.907277.92295,2018-11-08T10:59:09.528,0.25010058,29,3.81354812,ML,4.83699894,3.08167195,GA,1.17060082,24,23
earthquakes.fid--3d64f92a_18d10fe130d_-3d7,665361,126.4803925,145.2837982,10,0,NE of Southern Cross; WA,2019-06-23T21:47:23.98,manual,reviewed,2019-06-23T13:50:30.031,ga2019mgqbes,2019-06-24T01:36:08.484,-30.72055244,120.0310593,3.7144958,,3.76766514,,,,,,2.13593936,13.5611124,2.13593936,20190624012217.410129.96036,2019-06-23T13:47:23.98,0.36846448,9,3.76766514,ML,11.87413406,6.90529823,GA,0.5573154,9,21
earthquakes.fid--3d64f92a_18d10fe130d_-3d6,659986,95.98892212,15.43558407,8.10070705,1.5052729,Lake Muir area; WA,2018-09-21T06:20:04.975,manual,reviewed,2018-09-20T22:21:19.75,ga2018soqjir,2018-09-20T23:27:37.117,-34.41537094,116.825676,4.15449386,,3.68956978,,,,,,0.03487457,17.4382,0.034874573,20180920232605.82431.55336,2018-09-20T22:20:04.975,0.23692844,25,3.68956978,ML,4.68062448,3.3521452,GA,1.1985972,18,0
earthquakes.fid--3d64f92a_18d10fe130d_-3d5,662895,134.5958252,132.8044586,10,0,E of Gnowangerup; WA,2019-01-14T03:43:09.047,manual,reviewed,2019-01-13T19:44:15.416,ga2019axnyeq,2019-01-14T04:22:23.701,-33.95681763,118.5169907,,,3.58729367,,,,,,1.15664625,11.88433456,1.156646252,20190114040917.309438.94597,2019-01-13T19:43:09.047,0.34371532,23,3.58729367,ML,6.05645943,3.95625281,GA,0.65191022,15,6
earthquakes.fid--127afab0_18d1199ac92_-54ca,686234,144.2947464,158.3375397,10,0,SE of Norseman; WA,2023-07-12T22:08:31.784,manual,reviewed,2023-07-12T14:10:03.052,ga2023npnogk,2023-07-12T21:45:09.292,-32.55060959,122.4006424,,,3.57530034,,,,,,1.25981343,19.58725929,1.259813428,20230712214026.28913.94266,2023-07-12T14:08:31.784,0.23531723,35,3.57530034,ML,4.98022366,2.97785449,GA,1.30786533,28,10
earthquakes.fid--127afab0_18d1199ac92_-54c9,676270,72.04730225,117.4480667,5,0,SW of Koorda; WA,2021-07-19T16:12:48.073,manual,reviewed,2021-07-19T08:13:40.248,ga2021obxvvc,2021-07-20T23:02:34.56,-30.95134926,117.2765732,,,3.51038856,,,,,,0.2082954,14.87898445,0.208295405,20210720034145.246981.162720,2021-07-19T08:12:48.073,0.19059494,31,3.51038856,ML,3.21417356,2.66465998,GA,0.99657041,20,8
earthquakes.fid--127afab0_18d1199ac92_-54c7,681612,68.51278687,9.81722069,10,0,NW of Kalgoorlie-Boulder; WA,2022-07-02T21:01:59.499,manual,reviewed,2022-07-02T13:03:30.172,ga2022mxcccc,2022-07-03T23:40:53.322,-30.66849518,121.2898026,,,3.51530194,,,,,,0.18848287,19.31812096,0.188482866,20220703233709.425678.97906,2022-07-02T13:01:59.499,0.16767286,36,3.51530194,ML,3.86643696,2.92880988,GA,0.95001885,31,422
earthquakes.fid--127afab0_18d1199ac92_-54c6,686735,73.73324585,49.56388092,5,0,E of Darkan; WA,2023-09-02T16:49:10.208,manual,reviewed,2023-09-02T08:50:03.856,ga2023rgostj,2023-09-04T00:18:16.204,-33.34043503,117.0568695,,,3.582101,,,,,,0.43906552,10.94430161,0.439065516,20230904001444.123144.124893,2023-09-02T08:49:10.208,0.21413292,33,3.582101,ML,3.71035719,3.08577132,GA,0.9321862,23,10
earthquakes.fid--127afab0_18d1199ac92_-54c5,679441,140.8336334,12.28432465,5,0,E of Darkan; WA,2022-01-25T05:50:09.468,manual,reviewed,2022-01-24T21:51:28.342,ga2022brxdgl,2022-01-28T02:06:23.45,-33.33148193,117.0271149,,,3.51562546,,,,,,0.44018698,10.92968845,0.440186977,20220128020431.129226.158734,2022-01-24T21:50:09.468,0.30839249,24,3.51562546,ML,4.64922714,3.92317462,GA,0.68531583,16,25
earthquakes.fid--127afab0_18d1199ac92_-54c4,679381,139.9883957,19.25851059,9.69913387,2.82536197,E of Darkan; WA,2022-01-22T15:57:32.304,manual,reviewed,2022-01-22T07:58:45.706,ga2022bnebzv,2022-01-24T00:12:52.241,-33.3227272,117.0443344,,,3.50808459,,,,,,0.42647681,10.92464256,0.426476806,20220124001034.238867.101023,2022-01-22T07:57:32.304,0.41737869,25,3.50808459,ML,4.81413984,4.1241374,GA,0.69903586,17,5
earthquakes.fid--3d64f92a_18d10fe130d_38d,659817,107.0644836,109.4207382,1.03484511,4.28129433,Muswellbrook; NSW,2018-09-15T07:51:47.119,manual,reviewed,2018-09-14T21:52:52.461,ga2018sdphry,2018-09-17T01:09:46.656,-32.33989716,150.8257294,3.94002447,,3.51689081,,,,,,0.8995496,8.11649704,0.899549604,20180917010844.564602.96477,2018-09-14T21:51:47.119,0.42258306,30,3.51689081,ML,7.91718626,3.64825559,GA,0.4833444,19,0
earthquakes.fid--3d64f92a_18d10fe130d_38e,673419,107.850626,76.49212646,0.70630425,2.53925001,Muswellbrook; NSW,2021-02-07T20:41:31.404,manual,reviewed,2021-02-07T09:42:36.092,ga2021cqrdrt,2021-02-07T20:51:51.353,-32.3411026,150.8415985,3.54125106,,3.5092449,,,,,,0.89492959,17.19203949,0.894929588,20210207204912.70588.62589,2021-02-07T09:41:31.404,0.20394865,59,3.5092449,ML,4.15853739,2.31740141,GA,0.3221602,40,193
earthquakes.fid--3d64f92a_18d10fe130d_38f,675985,31.01949883,63.05199432,10,0,NE of Broken Hill; NSW,2021-06-25T04:30:26.389,manual,reviewed,2021-06-24T18:31:31.713,ga2021mivear,2021-06-25T00:30:05.221,-31.5410347,141.6354065,,,3.58385546,,,,,,0.33530661,20.97041702,0.335306615,20210625002443.535971.105787,2021-06-24T18:30:26.389,0.16363339,43,3.58385546,ML,3.68296313,3.52860784,GA,0.76570487,41,241
earthquakes.fid--3d64f92a_18d10fe130d_390,686786,93.75562286,124.2963791,2.38602567,0.97591674,Appin; NSW,2023-09-09T00:25:03.988,manual,reviewed,2023-09-08T14:25:46.753,ga2023rsafen,2023-09-10T20:38:27.801,-34.15309906,150.7327881,,,3.5399159,,,,,,0.08391218,11.21612072,0.083912179,20230910203742.57209.121837,2023-09-08T14:25:03.988,0.15105778,58,3.5399159,ML,3.29283834,1.76881552,GA,0.41783724,37,272
earthquakes.fid--3d64f92a_18d10fe130d_391,687504,164.9711151,40.48260498,10,0,Otway Ranges; VIC,2023-10-22T05:44:29.333,manual,reviewed,2023-10-21T18:45:24.69,ga2023uthawn,2023-10-23T02:34:27.802,-38.6981926,143.5280914,,,3.5591672,,,,,,0.77750242,9.32098675,0.777502418,20231022230357.848979.171523,2023-10-21T18:44:29.333,0.20603818,44,3.5591672,ML,3.78059149,2.69211769,GA,0.70718316,31,120
earthquakes.fid--3d64f92a_18d10fe130d_393,671611,77.06554413,96.80169678,10,0,N of Manilla; NSW,2020-09-26T00:28:55.023,manual,reviewed,2020-09-25T14:30:45.114,ga2020szbkji,2020-09-27T21:43:29.856,-30.57366371,150.6940308,,,3.5913622,,,,,,0.55126214,18.04118538,0.55126214,20200927213841.906302.50963,2020-09-25T14:28:55.023,0.15664712,56,3.5913622,ML,3.26660347,2.44459963,GA,0.97884211,41,28
earthquakes.fid-170ef03a_18d96196770_-785c,689067,97.03012085,51.34244919,10,0,Leongatha; VIC,2024-02-09T00:49:37.456,manual,reviewed,2024-02-08T13:50:24.711,ga2024csvciy,2024-02-08T21:32:37.167,-38.55813599,145.9987335,,,,,,,,,0.8855834,10.32443523,0.885583401,20240208213003.372519.416528,2024-02-08T13:49:37.456,0.13015655,70,4.3549784,MLa,2.43655324,2.02635169,GA,0.61105842,44,5735
earthquakes.fid-170ef03a_18d96196770_-785b,689088,75.27342224,71.92155457,5.57184124,2.7651782,Wagin; WA,2024-02-10T18:20:11.356,manual,confirmed,2024-02-10T10:21:30.573,ga2024cwfpqv,2024-02-10T11:03:04.702,-33.39330673,117.0689392,,,,,,,,,0.4857606,20.41673279,0.485760599,20240210110208.326144.119621,2024-02-10T10:20:11.356,0.35283047,27,3.61392464,MLa,4.1529417,3.57497501,GA,0.69157298,20,9
earthquakes.fid-5ac85934_18de85ef1e7_-4962,689238,81.98116302,47.86795425,10,0,Tennant Creek; NT,2024-02-23T14:23:11.144,manual,reviewed,2024-02-23T04:55:22.274,ga2024dtrfhv,2024-02-25T21:36:32.845,-19.84101105,134.0563507,,,,,,,,,0.30024037,10.39603233,0.300240368,20240225213453.173484.133072,2024-02-23T04:53:11.144,0.2126606,25,3.70357812,MLa,4.58866692,3.23416638,GA,1.11104193,18,18
earthquakes.fid-5ac85934_18de85ef1e7_-4961,689219,56.78230286,171.3760681,5,0,Coolgardie; WA,2024-02-22T10:41:57.918,manual,reviewed,2024-02-22T02:43:02.082,ga2024drrdjb,2024-02-22T05:46:31.037,-30.7330513,121.1770935,,,,,,,,,0.22596607,9.62259865,0.225966066,20240222054542.086159.141744,2024-02-22T02:41:57.918,0.17171812,36,3.58443833,MLa,3.29030991,2.4368906,GA,1.14346113,22,35
earthquakes.fid--247464fd_18ee60b91d2_8da,689274,70.78652954,138.7557373,10,0,Warmun (Turkey Creek); WA,2024-02-28T00:04:09.925,manual,reviewed,2024-02-27T16:07:54.507,ga2024ebwkds,2024-04-16T06:52:53.78,-16.71381378,128.2914886,,,4.16445692,,,,,,1.12610436,9.3298254,1.126104355,20240416065106.764715.117631,2024-02-27T16:04:09.925,0.19596231,27,4.16445692,MLa,6.17040014,2.77062678,GA,1.0378616,19,3
earthquakes.fid-34339aad_18e326490ad_-76a8,689412,34.98903656,118.196167,6.62210417,1.77720964,Penrith; NSW,2024-03-08T20:53:12.547,manual,reviewed,2024-03-08T09:53:48.215,ga2024ettidu,2024-03-11T21:39:48.981,-33.88016891,150.4825745,,,,,,,,,0.19005699,9.64826107,0.190056995,20240311213640.307467.121115,2024-03-08T09:53:12.547,0.15036899,66,3.53705709,MLa,3.65379453,1.98136628,GA,0.35202031,45,5867
earthquakes.fid--6598bdd6_18e51af199d_-7f80,362564,96.81,,1,,Eugowra; NSW. Minor damage in Eugowra NSW. Hundreds of aftershocks were felt and recorded on a local network of seismographs and accelerographs.,,,FINL,2008-04-23T20:31:33,ga1994qkifcs,2009-12-15T10:18:50,-33.421,148.364,,,,,,,,,,,,909506,1994-08-21T05:53:51,,0,4.1,MLa,,,,3.01533038,0,0
earthquakes.fid--6598bdd6_18e633b51d7_-45,689531,59.46046448,159.6386719,5.68709278,2.52398443,Woods Point; VIC,2024-03-20T21:07:43.103,manual,reviewed,2024-03-20T10:08:43.212,ga2024fpunfl,2024-03-20T21:37:07.829,-37.4887619,146.3418121,,,,,,,,,0.68172407,9.73536873,0.681724072,20240320213549.278295.117415,2024-03-20T10:07:43.103,0.33260706,49,3.46750228,MLa,3.64667845,2.34961986,GA,0.99286004,34,46
earthquakes.fid--30af9d12_18ecbcf32c5_-3f65,457918,237.69,,18,,Swanpool Vic.,,,FINL,2008-04-14T16:51:13,ga1997mneenh,2009-12-15T10:24:16,-36.75,145.955,,,3.8,,,,,,,,,1177693,1997-06-27T03:20:27,,0,3.9,Mwt,,,,2.7109,0,0
earthquakes.fid--30af9d12_18ecbcf32c5_-3f64,496820,0,,6,,Near Cootamundra NSW; 5:01 am EST felt strongly and damage (minor) in farm buildings close to the epicentre,,,FINL,2008-04-10T15:14:13,ga1998kahfno,2009-12-15T10:26:54,-35.59,147.87,,,3.8,,,,,,,,,1299822,1998-05-22T19:01:14,,0,3.8,MLa,,,,2.4392,0,0
